,officename,pincode,Districtname,longitude,latitude
12053,Baghuasole B.O,757014,Mayurbhanj,86.7718,22.0755
12054,Bagjhumpa B.O,757031,Mayurbhanj,86.6561,22.2221
12055,Bahalda S.O,757046,Mayurbhanj,86.1141,22.4065
12056,Bahanada S.O,757104,Mayurbhanj,86.5552,21.7318
12057,Bairatpur B.O,757101,Mayurbhanj,86.6309,21.5725
12058,Bajratundi B.O,757024,Mayurbhanj,86.5603,21.8926
12059,Bakla B.O,757091,Mayurbhanj,86.002,21.9872
12060,Balidiha B.O,757049,Mayurbhanj,86.651,21.9302
12061,Bankisole B.O,757107,Mayurbhanj,86.812,21.9572
12062,Baradihi B.O,757085,Mayurbhanj,86.651,21.6444
12063,Baunsdiha B.O,757038,Mayurbhanj,86.1548,21.5028
12064,Belgadia S.O,757002,Mayurbhanj,86.7341,21.9587
12065,Bhaduasole B.O,757073,Mayurbhanj,87.0724,21.8429
12066,Bhadubeda B.O,757037,Mayurbhanj,85.9509,21.8312
12067,Bijipur B.O,757017,Mayurbhanj,86.7919,21.671
12068,Budama R.S. B.O,757081,Mayurbhanj,86.6913,22.1216
12069,Chaturi B.O,757102,Mayurbhanj,86.6964,21.6513
12070,Dewan Bahali B.O,757079,Mayurbhanj,86.358,21.412
12071,Dumurdiha B.O,757093,Mayurbhanj,86.4794,22.2243
12072,Haripur B.O,757103,Mayurbhanj,86.6964,21.8061
12073,Kuamara S.O,757027,Mayurbhanj,86.7265,21.6399
12074,Mahulpankha B.O,757106,Mayurbhanj,86.4794,21.4146
12075,Abhayamukhi Ramachandrapur B.O,752016,Puri,85.7564,20.0063
12076,Abhimanpur B.O,752021,Khorda,85.4994,19.9168
12077,Adakata B.O,752093,Nayagarh,84.9714,20.3659
12078,Alagum B.O,752014,Puri,85.7769,19.9592
12079,Alasana B.O,752012,Puri,85.7974,19.9121
12080,Alibada B.O,752017,Puri,85.6229,19.9674
12081,Ambapada B.O,752011,Puri,85.4788,19.7499
12082,Anda B.O,752060,Khorda,85.6332,20.0984
12083,Angarpada B.O,752054,Khorda,85.7051,20.2547
12084,Ankulachati B.O,752030,Khorda,85.2308,19.6485
12085,Antarkiari B.O,752031,Khorda,85.1272,19.812
12086,Arakhapalli B.O,752066,Khorda,85.2619,20.1839
12087,Arikama B.O,752064,Khorda,85.3756,20.2463
12088,Arugul B.O,752050,Khorda,85.7051,20.1596
12089,Ayatapur B.O,752035,Khorda,85.0441,19.8572
12090,B M S Nivas B.O,752024,Nayagarh,85.4221,19.9564
12091,B S Nagar S.O,752002,Puri,85.8179,19.8413
12092,Badabanpur B.O,752078,Nayagarh,85.1583,20.3474
12093,Badabaramul B.O,752025,Nayagarh,85.3343,19.96
12094,Badaberena B.O,752061,Khorda,85.4891,20.2374
12095,Badagotha B.O,752094,Nayagarh,85.0337,20.1776
12096,Badakumari B.O,752065,Nayagarh,85.3033,20.1375
12097,Badapari B.O,752023,Khorda,85.3911,19.9199
12098,Badasahara B.O,752063,Nayagarh,85.2929,20.2917
12099,Badasilinga B.O,752084,Nayagarh,84.8151,20.397
12100,Badpandusar B.O,752068,Nayagarh,85.1583,20.1573
12101,Bagheitangi B.O,752057,Khorda,85.5818,20.2516
12102,Bahadajhola S.O,752082,Nayagarh,84.8881,20.1022
12103,Baigania B.O,752077,Nayagarh,85.2101,20.2894
12104,Baku B.O,752019,Khorda,85.5303,19.977
12105,Balabhadrapur B.O,752026,Nayagarh,85.3446,20.091
12106,Balapur B.O,752046,Puri,85.8179,20.0077
12107,Balaramaprasad B.O,752085,Nayagarh,84.9609,20.425
12108,Balaramapurgarh B.O,752045,Puri,85.8998,19.9383
12109,Balisahi S.O,752001,Puri,85.8025,19.7994
12110,Balugaon B.O,752070,Nayagarh,85.0441,20.0947
12111,Bangida B.O,752056,Khorda,85.5509,20.1439
12112,Banigochha S.O,752089,Nayagarh,84.5851,20.3188
12113,Banthapur B.O,752081,Nayagarh,85.0026,19.9986
12114,Baradiharikunda B.O,752034,Khorda,85.2826,19.828
12115,Baradihi B.O,752027,Khorda,85.3446,19.8772
12116,Barasahi B.O,752080,Nayagarh,85.0857,20.0009
12117,Barikilo B.O,752062,Khorda,85.4479,20.165
12118,Basudevpur S.O (Puri),752013,Puri,85.7564,19.8636
12119,Baulasahi B.O,752092,Nayagarh,85.2101,20.0043
12120,Bhogabadi B.O,752091,Nayagarh,84.8359,20.2788
12121,Birakesharpur B.O,752020,Khorda,85.5303,20.0483
12122,Botalama B.O,752038,Khorda,85.4272,20.0932
12123,Brajamohanpur B.O,752018,Khorda,85.5921,20.0498
12124,Dandor B.O,752090,Nayagarh,84.9193,20.0437
12125,Darpanarayanpur B.O,752079,Nayagarh,85.1998,20.0871
12126,Delang S.O,752015,Puri,85.7154,20.0766
12127,Dimiripali B.O,752083,Nayagarh,85.0026,20.2361
12128,Jaripada B.O,752022,Khorda,85.4221,19.8851
12129,Khurda H.O,752055,Khorda,85.6178,20.1515
12130,Naval Base Chilika S.O,752037,Khorda,85.4556,20.0374
12131,Nayagarh College S.O,752069,Nayagarh,85.1012,20.1142
12132,Srivihar S.O,752003,Puri,85.8563,19.8155
12133,Adabahal B.O,767066,Balangir,83.1113,20.2316
12134,Agalapali B.O,767020,Balangir,83.539,20.8646
12135,Agalpur S.O,767022,Balangir,83.3683,21.0242
12136,Alanda B.O,767033,Balangir,83.1863,20.27
12137,Amarpali B.O,767018,Sonapur,84.059,20.9428
12138,Ampali B.O,767032,Balangir,83.3148,20.4647
12139,Ankriapadar B.O,767002,Balangir,83.571,20.7116
12140,Arjunda B.O,767016,Balangir,83.6987,20.7163
12141,Arjunpur B.O,767067,Balangir,83.5283,20.5676
12142,Babupali B.O,767045,Sonapur,83.7305,21.1092
12143,Badangomunda B.O,767030,Balangir,83.4537,20.4581
12144,Badbandh B.O,767029,Balangir,83.3576,20.5612
12145,Badbanki B.O,767060,Balangir,82.8102,20.5038
12146,Baddakala B.O,767038,Balangir,82.7994,20.6337
12147,Badsaimara B.O,767037,Balangir,83.1006,20.4089
12148,Bagdor B.O,767026,Balangir,82.9717,20.5934
12149,Bagmund B.O,767025,Balangir,83.1006,20.7408
12150,Baidipali B.O,767024,Balangir,83.2919,20.7393
12151,Baidyanath B.O,767017,Sonapur,83.8261,20.8634
12152,Bakti B.O,767021,Balangir,83.539,20.9596
12153,Balangir Court S.O,767001,Balangir,83.491,20.7145
12154,Banganmura S.O,767040,Balangir,82.8856,20.3055
12155,Bankipali B.O,767023,Sonapur,83.571,21.0438
12156,Barbahal B.O,767027,Balangir,82.9717,20.7356
12157,Barpadar B.O,767041,Balangir,83.1756,20.7557
12158,Bausuni B.O,767019,Sonapur,83.7412,21.0027
12159,Bhainsa S.O (Balangir),767048,Balangir,83.2619,20.7038
12160,Bhanpur B.O,767028,Balangir,82.8856,20.8269
12161,Bharsuja B.O,767061,Balangir,83.443,20.9441
12162,Bhatipara S.O,767042,Balangir,83.1274,20.2737
12163,Bhusaguda B.O,767035,Balangir,82.9717,20.2142
12164,Bichhubahali B.O,767039,Balangir,82.9286,20.4494
12165,Bileisarda B.O,767065,Balangir,83.443,20.8017
12166,Chadeipank B.O,767062,Sonapur,83.8897,21.0318
12167,Dhanpur B.O,767046,Balangir,83.571,20.4269
12168,Kutasingha B.O,767068,Balangir,83.7093,20.9185
12169,Of Badmal S.O,767070,Balangir,83.2613,20.3559
12170,Aida B.O,759125,Angul,84.6479,20.7721
12171,Akhuapal B.O,759146,Dhenkanal,85.2619,21.0161
12172,Aluajharan B.O,759026,Dhenkanal,85.4994,20.8203
12173,Amabapal B.O,759126,Angul,84.4173,20.9311
12174,Ambapalas B.O,759120,Dhenkanal,85.3963,21.0792
12175,Anal B.O,759024,Dhenkanal,85.7564,20.9339
12176,Anantapur B.O,759017,Dhenkanal,85.8179,20.9116
12177,Angul H.O,759122,Angul,85.109,20.8364
12178,Ankula B.O,759132,Angul,84.9193,20.709
12179,Arahat B.O,759128,Angul,85.1998,20.8241
12180,Arkil B.O,759100,Angul,85.1687,21.1918
12181,Babandha B.O,759019,Dhenkanal,85.4066,20.7822
12182,Badagundari B.O,759117,Angul,85.0441,21.0931
12183,Badajarada B.O,759103,Angul,85.0961,20.9638
12184,Badakantakul B.O,759129,Angul,85.0857,20.6663
12185,Badalo B.O,759020,Dhenkanal,85.3343,20.7208
12186,Badanagena B.O,759014,Dhenkanal,85.6948,20.7896
12187,Badasada B.O,759118,Angul,85.2515,21.2417
12188,Badasuanlo S.O,759039,Dhenkanal,85.6743,21.0032
12189,Badkerjang B.O,759143,Angul,85.0597,20.8617
12190,Bagedia S.O,759141,Angul,84.7942,21.0857
12191,Bajichowk B.O,759013,Dhenkanal,85.6126,20.6924
12192,Bajrakote B.O,759105,Angul,85.0026,21.2346
12193,Baladiabandha B.O,759027,Dhenkanal,85.664,20.6342
12194,Balanda S.O,759116,Angul,85.1635,20.9241
12195,Balarampur B.O,759025,Dhenkanal,85.4582,20.6765
12196,Balipatta B.O,759124,Angul,84.8672,21.0522
12197,Ballahar Chhak B.O,759104,Angul,85.236,20.9024
12198,Bam B.O,759028,Dhenkanal,85.5818,21.1079
12199,Bandhabhuin B.O,759119,Angul,85.2101,21.4309
12200,Bankual B.O,759023,Dhenkanal,85.6538,20.8599
12201,Barada B.O,759016,Dhenkanal,85.8691,20.782
12202,Batagaon B.O,759018,Dhenkanal,85.5406,20.9641
12203,Baunsapokhari B.O,759022,Dhenkanal,85.2101,20.6222
12204,Beruanpal B.O,759121,Dhenkanal,85.2515,20.7661
12205,Bhaliabolkateni B.O,759015,Dhenkanal,85.4582,20.5814
12206,Bimalabeda B.O,759127,Angul,84.7524,20.9417
12207,Brahmanbil B.O,759130,Angul,84.9609,20.9956
12208,Buhalipal B.O,759021,Dhenkanal,85.3343,20.5781
12209,Deepasikha S.O,759147,Angul,85.7162,21.0462
12210,Deulbera Colliery S.O,759102,Angul,84.454,20.8195
12211,Dhenkanal College S.O,759001,Dhenkanal,85.5972,20.6503
12212,Jindal Nagar S.O,759111,Angul,85.0078,20.9434
12213,Kandasar B.O,759145,Angul,85.1583,20.8229
12214,Kuio B.O,759123,Angul,85.1168,20.8693
12215,Nehru Satabdi Nagar(Bharatpu)r S.O,759148,Angul,85.0727,20.8413
12216,Samal Barrage Township S.O,759037,Angul,85.1557,21.1171
12217,Talcher Thermal S.O,759101,Angul,85.1998,20.8954
12218,Talcher Town S.O,759107,Angul,85.2334,20.9528
12219,Talmul S.O,759040,Angul,85.192,20.7198
12220,Vikrampur S.O,759106,Angul,85.0987,20.8242
12221,Akula B.O,758076,Kendujhar,85.4994,21.2009
12222,Alati B.O,758043,Kendujhar,86.1141,21.1209
12223,Alutuma B.O,758082,Kendujhar,85.8281,21.1617
12224,Amalaniguda B.O,758047,Kendujhar,85.5818,21.9646
12225,Ambagadia B.O,758022,Kendujhar,86.2057,21.1349
12226,Anandapur College S.O,758021,Kendujhar,86.0733,21.4056
12227,Arsala B.O,758031,Kendujhar,85.5406,21.8683
12228,Asanpat B.O,758032,Kendujhar,85.7051,21.825
12229,Atasahi B.O,758015,Kendujhar,86.0326,21.3095
12230,Badabaliposi B.O,758016,Kendujhar,85.91,21.6874
12231,Badagambharia B.O,758017,Kendujhar,85.7872,21.7319
12232,Badajamposi B.O,758027,Kendujhar,85.91,21.4018
12233,Badanai B.O,758044,Kendujhar,85.7154,21.9562
12234,Badanuagaon B.O,758028,Kendujhar,85.7051,21.3491
12235,Badapichhula B.O,758079,Kendujhar,85.6229,21.4421
12236,Badaposi B.O,758014,Kendujhar,85.7051,21.587
12237,Badarampas B.O,758083,Kendujhar,86.2463,21.1596
12238,Baikala B.O,758045,Kendujhar,85.8589,21.7456
12239,Bailo B.O,758020,Kendujhar,86.165,21.1578
12240,Balada B.O,758034,Kendujhar,85.4169,21.9125
12241,Balaguda B.O,758037,Kendujhar,85.3395,22.1185
12242,Balarampur B.O,758025,Kendujhar,86.0326,21.1666
12243,Balibarei B.O,758023,Kendujhar,86.2768,21.2674
12244,Baliparbata B.O,758026,Kendujhar,85.5406,21.3448
12245,Banabir B.O,758081,Kendujhar,85.9917,21.6418
12246,Baneikela S.O,758038,Kendujhar,85.5097,22.0697
12247,Banspal S.O,758085,Kendujhar,103.8018,1.4541
12248,Barbil S.O,758035,Kendujhar,85.3756,22.0541
12249,Barhagarh B.O,758018,Kendujhar,85.4788,21.5573
12250,Barigaon B.O,758078,Kendujhar,86.3478,21.257
12251,Bauripada B.O,758013,Kendujhar,85.4582,21.7709
12252,Bhagamunda S.O,758080,Kendujhar,85.8691,21.3055
12253,Bholabeda B.O,758029,Kendujhar,85.8077,21.5658
12254,Binjabahal B.O,758084,Kendujhar,85.3446,21.4465
12255,Bodapalasa B.O,758002,Kendujhar,85.6332,21.6685
12256,Brahmanideo B.O,758030,Kendujhar,85.8998,21.6038
12257,Budhikapudi B.O,758046,Kendujhar,85.7769,21.815
12258,Chamakpur B.O,758041,Kendujhar,85.5921,22.0481
12259,Deoladiha B.O,758019,Kendujhar,85.4169,21.3415
12260,Dhanurjaypur Haramatha B.O,758040,Kendujhar,85.2826,22.0395
12261,Keonjhar Court S.O,758001,Kendujhar,85.5818,21.5838
12262,Kolhabarapada B.O,758036,Kendujhar,86.109,21.46
12263,A.Katapali B.O,768006,Sambalpur,83.9215,21.4486
12264,Adagaon B.O,768040,Bargarh,83.688,21.2738
12265,Agalpur B.O,768029,Bargarh,83.6136,21.1879
12266,Ainlapali B.O,768104,Sambalpur,83.773,21.1819
12267,Aintapali B.O,768215,Jharsuguda,84.2911,21.9249
12268,Ainthapali S.O,768004,Sambalpur,83.9824,21.4894
12269,Ambabhana S.O,768031,Bargarh,83.4964,21.5751
12270,Ambagaon B.O,768110,Debagarh,85.0649,21.5456
12271,Amkuni B.O,768113,Sambalpur,83.9956,21.2019
12272,Ammthi B.O,768042,Bargarh,82.7779,21.0832
12273,Arda B.O,768202,Jharsuguda,83.985,21.8072
12274,Ardabahal B.O,768222,Sambalpur,84.3332,21.7363
12275,Arjunda B.O,768103,Bargarh,83.7836,21.2892
12276,Attabira B.O,768226,Jharsuguda,83.539,21.7666
12277,Attabira S.O,768027,Bargarh,83.7836,21.4317
12278,Aunli B.O,768109,Debagarh,84.8151,21.2527
12279,B. Katapali B.O,768038,Bargarh,83.5816,21.3884
12280,Babu Nikitimal B.O,768228,Sambalpur,84.4173,21.9293
12281,Babuchipidihi Ho B.O,768221,Sambalpur,84.3332,22.069
12282,Badapali B.O,768032,Bargarh,83.443,21.1814
12283,Badasahir B.O,768112,Sambalpur,84.2068,21.4468
12284,Badbahal B.O,768227,Sambalpur,84.5012,21.7419
12285,Badikata B.O,768036,Bargarh,83.122,20.9077
12286,Badrama B.O,768107,Sambalpur,84.3676,21.5269
12287,Bagdehi S.O,768220,Jharsuguda,84.1224,21.9665
12288,Bagmunda B.O,768219,Jharsuguda,83.7412,21.715
12289,Balam B.O,768108,Debagarh,84.8151,21.538
12290,Bandhbahal Colony S.O,768211,Jharsuguda,83.9003,21.7328
12291,Banjari B.O,768217,Jharsuguda,83.8261,21.8132
12292,Banjipali B.O,768052,Bargarh,83.6136,21.6627
12293,Bansajal B.O,768105,Sambalpur,84.1224,21.2063
12294,Bara B.O,768045,Bargarh,83.4003,21.5594
12295,Bargarh Bazar S.O,768028,Bargarh,83.6136,21.3303
12296,Barghat B.O,768121,Debagarh,84.5012,21.4567
12297,Bartunda B.O,768039,Bargarh,82.8856,20.9692
12298,Basantpur B.O,768025,Sambalpur,83.9003,21.4003
12299,Basupali B.O,768212,Sambalpur,84.059,21.7029
12300,Batemura B.O,768005,Sambalpur,84.0379,21.3934
12301,Batgaon B.O,768106,Sambalpur,84.4257,21.1657
12302,Bausenmura B.O,768033,Bargarh,83.4003,21.2746
12303,Belpahar S.O,768218,Jharsuguda,83.8738,21.7971
12304,Bhatlaida B.O,768213,Jharsuguda,84.2068,21.827
12305,Bhatli S.O,768030,Bargarh,83.6348,21.4973
12306,Binjipali B.O,768214,Sambalpur,84.2068,21.6844
12307,Birjam B.O,768034,Bargarh,83.272,21.2221
12308,Bishalkhinda B.O,768200,Sambalpur,84.0802,21.5374
12309,Bisipali B.O,768049,Bargarh,83.1863,21.0289
12310,Brajarajnagar S.O,768216,Jharsuguda,83.9109,21.8638
12311,Bss Nagar S.O,768001,Sambalpur,83.9903,21.4689
12312,Burla S.O,768017,Sambalpur,83.8871,21.4978
12313,Chantipali B.O,768035,Bargarh,83.272,21.0797
12314,Chendeikela B.O,768050,Bargarh,82.7131,20.8671
12315,Chiplima S.O,768026,Sambalpur,83.9003,21.3053
12316,Dangabahal B.O,768037,Bargarh,83.3148,20.9391
12317,Dangajore B.O,768224,Sambalpur,84.4593,22.0733
12318,Deshbhatli B.O,768102,Bargarh,83.8579,21.3038
12319,Dulampur B.O,768111,Bargarh,83.8579,21.4463
12320,Durlaga B.O,768204,Jharsuguda,84.0485,21.9045
12321,Engineering College Burla S.O,768018,Sambalpur,83.903,21.5043
12322,Gondturum S.O,768115,Bargarh,83.8579,21.1613
12323,Hirakud S.O,768016,Sambalpur,83.8791,21.542
12324,Industrial Estate Jharsuguda S S.O,768203,Jharsuguda,84.0802,21.8225
12325,Itps Banaharpali S.O,768234,Jharsuguda,83.8685,21.6248
12326,Jagruti Vihar Burla S.O,768020,Sambalpur,83.8765,21.5093
12327,Jharsuguda H.O,768201,Jharsuguda,84.0273,21.8562
12328,Jokhipali B.O,768048,Bargarh,83.3683,21.0954
12329,Jyoti Vihar Burla S.O,768019,Sambalpur,83.895,21.4773
12330,K.Tainsar B.O,768119,Debagarh,84.627,21.5083
12331,Katabaga B.O,768225,Jharsuguda,83.9215,21.8048
12332,Khetrajpur S.O,768003,Sambalpur,83.9586,21.4796
12333,Mudipara S.O,768002,Sambalpur,83.9705,21.4726
12334,Naktideul S.O,768118,Sambalpur,84.5537,21.2802
12335,Orient Colliery Brajarajnagar S.O,768233,Jharsuguda,83.94,21.8263
12336,A.Jambahal B.O,770033,Sundergarh,84.627,22.3641
12337,Ajaikela B.O,770036,Sundergarh,85.0026,22.281
12338,Alanda B.O,770017,Sundergarh,84.5641,22.1005
12339,Alapaka B.O,770012,Sundergarh,83.7199,22.1653
12340,Aleikera B.O,770020,Sundergarh,84.0273,22.1887
12341,Aludega B.O,770016,Sundergarh,84.2279,22.1841
12342,Amgova B.O,770018,Sundergarh,84.4173,22.2619
12343,Asurchapal B.O,769043,Sundergarh,84.8516,22.1633
12344,Aunlabahal B.O,770021,Sundergarh,83.8685,22.0048
12345,B.Karuabahal B.O,770015,Sundergarh,83.9533,22.2929
12346,B.Sankara B.O,770014,Sundergarh,84.1646,22.3006
12347,Bad Dalki B.O,770037,Sundergarh,84.8151,22.0136
12348,Badapurnapani B.O,770040,Sundergarh,84.9818,21.9236
12349,Badbahal B.O,770019,Sundergarh,84.0485,21.9757
12350,Badbonga B.O,770072,Sundergarh,83.9215,21.9711
12351,Badgogua B.O,770038,Sundergarh,84.9505,21.7919
12352,Badsalepali B.O,770022,Sundergarh,84.2068,22.017
12353,Baladmal B.O,770073,Sundergarh,84.0802,22.06
12354,Balanda B.O,770031,Sundergarh,84.7524,22.178
12355,Balinga B.O,770076,Sundergarh,83.773,22.013
12356,Bandega B.O,770074,Sundergarh,84.1224,22.3941
12357,Bandhabhuin B.O,770051,Sundergarh,84.8359,21.7051
12358,Bandhpali B.O,770002,Sundergarh,83.9638,22.1152
12359,Bandomunda S.O,770032,Sundergarh,85.1583,22.0359
12360,Barilepta B.O,770035,Sundergarh,85.0026,22.4236
12361,Barsuan S.O,770041,Sundergarh,85.1272,21.8091
12362,Basanti Colony S.O,769012,Sundergarh,84.8385,22.2313
12363,Beheramunda B.O,770075,Sundergarh,83.6987,21.8559
12364,Belsara B.O,770011,Sundergarh,83.9215,22.0898
12365,Bileimunda B.O,770024,Sundergarh,83.6242,22.0548
12366,Bisra Road S.O,769001,Sundergarh,84.8646,22.2261
12367,Bonaikela B.O,770043,Sundergarh,84.7316,21.8207
12368,Brahmani Tarang S.O,769004,Sundergarh,84.8099,22.2214
12369,Chungimati B.O,770034,Sundergarh,84.6793,22.2588
12370,Dalaisara B.O,770044,Sundergarh,85.0857,21.7127
12371,Dengibhadi S.O,770001,Sundergarh,84.0326,22.1117
12372,Dengula Ashram B.O,770048,Sundergarh,85.2515,21.8602
12373,Durubaga B.O,770013,Sundergarh,83.6561,21.9967
12374,Fertilizer Township S.O,769007,Sundergarh,84.8594,22.1903
12375,Gobira B.O,770039,Sundergarh,84.8359,22.3233
12376,Gyanpali B.O,770023,Sundergarh,84.5537,22.2784
12377,Hatibari S.O,770046,Sundergarh,84.8516,22.4011
12378,Jabaghat B.O,769042,Sundergarh,84.9245,22.2607
12379,Jharbeda B.O,770070,Sundergarh,84.5065,22.2115
12380,Kacharu B.O,769003,Sundergarh,84.849,22.2554
12381,Kalinga Vihar S.O,769015,Sundergarh,84.802,22.2539
12382,Kalta S.O,770052,Sundergarh,85.1998,21.9658
12383,Luakera B.O,769009,Sundergarh,84.8307,22.2578
12384,Rourkela - 10 S.O,769010,Sundergarh,84.8855,22.2327
12385,Rourkela - 11 S.O,769011,Sundergarh,84.8881,22.1942
12386,Rourkela - 13 S.O,769013,Sundergarh,84.8529,22.2332
12387,Rourkela - 14 S.O,769014,Sundergarh,84.8946,22.2553
12388,Rourkela - 2 S.O,769002,Sundergarh,84.8594,22.2438
12389,Rourkela - 5 S.O,769005,Sundergarh,84.875,22.2621
12390,Rourkela - 6 S.O,769006,Sundergarh,84.8855,22.2446
12391,Rourkela - 8 S.O,769008,Sundergarh,84.8641,22.225
12392,Rourkela -16 S.O,769016,Sundergarh,84.5194,21.9542
12393,Tensa S.O,770042,Sundergarh,85.1687,21.9054
12394,Abiana B.O,140119,Chandigarh,76.5257,31.0764
12395,Aerodrome S.O,160003,Chandigarh,76.8,30.6739
12396,Agampur B.O,140118,Ropar,76.4968,31.2363
12397,Airforce Highground S.O,160004,Chandigarh,76.7856,30.6583
12398,Ajauli B.O,140125,Chandigarh,76.3927,31.3598
12399,Allahpur B.O,140103,Mohali,76.5604,30.8436
12400,Baddi Jhallian B.O,140111,Rupnagar,76.4078,30.9274
12401,Badheri B.O,160036,Chandigarh,76.7394,30.7325
12402,Bajheri B.O,140413,Mohali,76.5604,30.7534
12403,Ballamgarh B.O,140108,Rupnagar,76.6182,30.951
12404,Balongi B.O,160055,Rupnagar,76.7077,30.7264
12405,Baltana S.O,140604,Mohali,76.813,30.6625
12406,Baraudi B.O,140110,Mohali,76.6759,30.8331
12407,Baroli B.O,140507,Mohali,76.8836,30.5836
12408,Barsalpur B.O,140102,Ropar,76.4216,30.8289
12409,Barwa B.O,140117,Rupnagar,76.4794,31.1614
12410,Bass Bhabour B.O,140126,Ropar,76.3522,31.3162
12411,Bassi Gujran B.O,140112,Mohali,76.3753,30.869
12412,Behlolpur B.O,160014,Rupnagar,76.7394,30.7777
12413,Bhago Majra B.O,140307,Rupnagar,76.6182,30.6804
12414,Bhamnara B.O,140101,Rupnagar,76.4679,30.7887
12415,Bhankarpur B.O,140201,Patiala,76.8461,30.6052
12416,Bhanupali S.O,140133,Ropar,76.4216,31.2788
12417,Bharatgarh Canal Colony B.O,140114,Rupnagar,76.6124,31.0911
12418,Burail B.O,160047,Chandigarh,76.751,30.6999
12419,Chandigarh G.P.O. ,160017,Chandigarh,76.7827,30.7398
12420,Chandigarh Sector 59 S.O,160059,Rupnagar,76.7206,30.7191
12421,Chandigarh Sector 61 S.O,160062,Rupnagar,76.7308,30.6837
12422,Chandigarh Sector 71 S.O,160071,Rupnagar,76.7077,30.7039
12423,Chhatt B.O,140603,Patiala,76.7914,30.6193
12424,Cholta Khurd B.O,140301,Rupnagar,76.6528,30.763
12425,Dappar Ad S.O,140506,Mohali,76.7683,30.5265
12426,Daria B.O,160101,Chandigarh,76.8202,30.7183
12427,Dhakaoli S.O,160104,Mohali,76.8548,30.6428
12428,Dharamgarh B.O,140306,Rupnagar,76.7221,30.6122
12429,Dharamgarh B.O,140501,Mohali,76.8606,30.4681
12430,Dhobeta B.O,140124,Rupnagar,76.3811,31.3923
12431,Engg College S.O,160012,Chandigarh,76.7827,30.768
12432,Ganugwal S.O,140123,Rupnagar,76.4737,31.2675
12433,Ghanauli S.O,140113,Rupnagar,76.5835,31.0262
12434,Govt Press Chandigarh S.O,160018,Chandigarh,76.787,30.7332
12435,Hallomajra B.O,160002,Chandigarh,76.7885,30.6896
12436,High Court S.O (Chandigarh),160001,Chandigarh,76.8058,30.7535
12437,Jayanti Devi B.O,140901,Mohali,76.7452,30.8178
12438,Jhinjari B.O,140116,Rupnagar,76.5604,31.2262
12439,Khizrabad West S.O,140109,Mohali,76.699,30.9032
12440,Kiratpur Sahib S.O,140115,Ropar,76.3631,31.0351
12441,Kumbra B.O,140308,Rupnagar,76.6932,30.7052
12442,Maloya Colony S.O,160025,Chandigarh,76.7163,30.7527
12443,Mauli Jagran S.O,160102,Chandigarh,76.8202,30.6844
12444,Minisectt Ropar S.O,140001,Rupnagar,76.5199,30.9688
12445,Naya Gaon S.O (Mohali),160103,Mohali,76.7961,30.7708
12446,Raj Bhawan S.O (Chandigarh),160019,Chandigarh,76.8,30.7303
12447,Sector 10 (Chandigarh) S.O,160011,Chandigarh,76.7885,30.7574
12448,Sector 15 Chandigarh S.O,160015,Chandigarh,76.7769,30.7505
12449,Sector 20 (Chandigarh) S.O,160020,Chandigarh,76.7813,30.7213
12450,Sector 21 (Chandigarh) S.O,160022,Chandigarh,76.7654,30.7268
12451,Sector 23 ( Chandigarh) S.O,160023,Chandigarh,76.7668,30.7396
12452,Sector 29 (Chandigarh) S.O,160030,Chandigarh,76.7885,30.7122
12453,Sector 8(Chandgarh) S.O,160009,Chandigarh,76.7942,30.7467
12454,A.P. Basti S.O,141003,Ludhiana,75.836,30.8722
12455,Aggar Nagar S.O,141012,Ludhiana,75.7895,30.8895
12456,B.R Street S.O,141008,Ludhiana,75.7488,30.958
12457,Basant Avenue S.O,141013,Ludhiana,75.8156,30.8615
12458,Basti Jodhewal S.O,141007,Ludhiana,75.9231,30.9661
12459,Bharat Nagar S.O (Ludhiana),141001,Ludhiana,75.836,30.9059
12460,Daba Road S.O,141014,Ludhiana,75.9405,30.8725
12461,Focal Point S.O,141010,Ludhiana,75.9057,30.9024
12462,Gne College S.O,141006,Ludhiana,75.8621,30.8554
12463,Jugiana S.O,141017,Ludhiana,75.9289,30.8487
12464,Karyana Kalan B.O,141015,Ludhiana,75.9347,30.9112
12465,Lohora S.O,141016,Ludhiana,75.9057,30.8574
12466,Model Town (Ludhiana) S.O,141002,Ludhiana,75.8447,30.8872
12467,P.A.U. S.O,141004,Ludhiana,75.8127,30.9033
12468,Abbowal B.O,141105,Ludhiana,75.679,30.7478
12469,Akalgarh B.O,141104,Ludhiana,75.6383,30.7826
12470,Akhara B.O,142034,Ludhiana,75.4694,30.6791
12471,Alamgir B.O,141116,Ludhiana,75.8302,30.8209
12472,Allona Pallah B.O,141414,Ludhiana,76.1204,30.6613
12473,Amloh Road(Khanna) S.O,141401,Ludhiana,76.1668,30.7114
12474,Andlu B.O,141108,Ludhiana,75.7023,30.6829
12475,Assi Kalan B.O,141203,Ludhiana,75.772,30.7582
